time_utc,open,high,low,close,volume
2025-12-01 00:00:00,25467.5,25470.25,25460.25,25463.75,316.0
2025-12-01 00:00:05,25463.75,25466.25,25463.75,25465.75,51.0
2025-12-01 00:00:10,25465.25,25471.0,25465.25,25469.75,97.0
2025-12-01 00:00:15,25469.5,25469.5,25468.0,25469.25,45.0
2025-12-01 00:00:20,25469.25,25469.75,25468.75,25469.5,21.0
2025-12-01 00:00:25,25468.75,25469.25,25466.75,25466.75,21.0
2025-12-01 00:00:30,25467.25,25468.0,25466.5,25467.0,27.0
2025-12-01 00:00:35,25466.75,25466.75,25464.0,25465.0,57.0
2025-12-01 00:00:40,25465.25,25465.25,25463.0,25463.5,46.0
2025-12-01 00:00:45,25464.0,25464.75,25463.5,25464.5,14.0
2025-12-01 00:00:50,25465.0,25466.25,25463.75,25463.75,57.0
2025-12-01 00:00:55,25464.0,25465.0,25463.5,25464.75,31.0
2025-12-01 00:01:00,25465.0,25468.25,25464.75,25467.5,40.0
2025-12-01 00:01:05,25468.0,25468.0,25466.5,25467.0,24.0
2025-12-01 00:01:10,25466.25,25468.5,25466.25,25467.5,33.0
2025-12-01 00:01:15,25467.0,25467.75,25466.75,25466.75,18.0
2025-12-01 00:01:20,25466.0,25466.5,25464.5,25465.5,26.0
2025-12-01 00:01:25,25465.5,25467.5,25465.5,25465.75,17.0
2025-12-01 00:01:30,25466.0,25466.75,25465.25,25466.25,13.0
2025-12-01 00:01:35,25467.5,25469.25,25467.5,25469.25,28.0
2025-12-01 00:01:40,25469.25,25470.5,25466.25,25466.75,54.0
2025-12-01 00:01:45,25467.5,25467.5,25465.25,25465.25,35.0
2025-12-01 00:01:50,25465.75,25465.75,25464.75,25464.75,8.0
2025-12-01 00:01:55,25464.5,25464.5,25461.25,25461.25,53.0
2025-12-01 00:02:00,25462.0,25463.5,25458.75,25459.25,111.0
2025-12-01 00:02:05,25459.25,25461.25,25457.0,25461.0,86.0
2025-12-01 00:02:10,25460.75,25462.0,25459.25,25459.75,84.0
2025-12-01 00:02:15,25459.5,25460.25,25459.0,25459.0,29.0
2025-12-01 00:02:20,25459.25,25459.75,25457.0,25457.0,35.0
2025-12-01 00:02:25,25457.5,25459.75,25457.25,25458.75,36.0
2025-12-01 00:02:30,25457.5,25457.5,25452.75,25453.5,212.0
2025-12-01 00:02:35,25454.0,25456.25,25453.75,25455.25,87.0
2025-12-01 00:02:40,25456.0,25456.25,25448.25,25448.25,142.0
2025-12-01 00:02:45,25448.25,25451.25,25448.25,25449.25,112.0
2025-12-01 00:02:50,25449.5,25451.25,25448.0,25448.0,84.0
2025-12-01 00:02:55,25448.0,25449.75,25447.25,25449.0,106.0
2025-12-01 00:03:00,25449.25,25450.75,25448.5,25450.25,67.0
2025-12-01 00:03:05,25450.5,25452.25,25450.25,25451.5,75.0
2025-12-01 00:03:10,25452.0,25455.25,25451.75,25455.0,88.0
2025-12-01 00:03:15,25455.5,25456.0,25453.75,25454.0,52.0
2025-12-01 00:03:20,25453.25,25455.75,25451.75,25455.75,65.0
2025-12-01 00:03:25,25455.25,25457.0,25454.5,25456.0,61.0
2025-12-01 00:03:30,25455.5,25456.25,25454.25,25454.5,47.0
2025-12-01 00:03:35,25455.25,25455.25,25452.0,25453.0,45.0
2025-12-01 00:03:40,25452.75,25454.5,25449.0,25449.0,76.0
2025-12-01 00:03:45,25450.75,25451.0,25446.75,25447.5,80.0
2025-12-01 00:03:50,25448.0,25448.25,25446.25,25448.0,32.0
2025-12-01 00:03:55,25447.0,25448.25,25446.25,25446.75,48.0
2025-12-01 00:04:00,25446.25,25446.75,25443.0,25443.5,171.0
2025-12-01 00:04:05,25444.0,25444.5,25437.75,25440.0,443.0
2025-12-01 00:04:10,25439.25,25440.25,25435.5,25436.75,329.0
2025-12-01 00:04:15,25436.5,25445.25,25436.0,25445.25,259.0
2025-12-01 00:04:20,25445.25,25445.25,25438.5,25439.0,63.0
2025-12-01 00:04:25,25438.5,25440.0,25436.25,25440.0,93.0
2025-12-01 00:04:30,25438.25,25441.75,25438.25,25441.75,69.0
2025-12-01 00:04:35,25442.0,25446.5,25441.5,25445.25,101.0
2025-12-01 00:04:40,25446.75,25448.0,25445.5,25447.75,66.0
2025-12-01 00:04:45,25447.0,25451.0,25447.0,25448.75,94.0
2025-12-01 00:04:50,25447.5,25448.5,25445.0,25446.25,84.0
2025-12-01 00:04:55,25446.0,25447.25,25444.0,25445.5,49.0
2025-12-01 00:05:00,25446.25,25448.75,25445.75,25448.75,73.0
