time_utc,open,high,low,close,volume
2025-11-30 23:00:00,25484.0,25542.25,25468.0,25508.5,1490.0
2025-11-30 23:00:05,25525.0,25529.0,25501.25,25509.0,247.0
2025-11-30 23:00:10,25509.0,25518.5,25504.75,25509.75,269.0
2025-11-30 23:00:15,25508.75,25519.25,25506.5,25516.5,160.0
2025-11-30 23:00:20,25513.0,25527.25,25513.0,25527.25,177.0
2025-11-30 23:00:25,25525.75,25526.75,25521.0,25522.25,133.0
2025-11-30 23:00:30,25522.25,25523.0,25510.0,25513.0,175.0
2025-11-30 23:00:35,25511.75,25513.75,25508.5,25510.25,65.0
2025-11-30 23:00:40,25510.25,25512.25,25508.0,25511.25,95.0
2025-11-30 23:00:45,25511.5,25511.75,25509.0,25510.5,39.0
2025-11-30 23:00:50,25509.0,25515.0,25509.0,25513.0,83.0
2025-11-30 23:00:55,25511.5,25516.25,25511.0,25516.0,55.0
2025-11-30 23:01:00,25514.75,25517.5,25512.25,25513.0,175.0
2025-11-30 23:01:05,25512.75,25515.5,25505.25,25505.5,187.0
2025-11-30 23:01:10,25505.75,25508.25,25502.0,25508.25,172.0
2025-11-30 23:01:15,25506.5,25510.25,25503.25,25507.0,155.0
2025-11-30 23:01:20,25505.5,25507.75,25500.25,25500.25,141.0
2025-11-30 23:01:25,25500.0,25503.5,25499.25,25500.75,148.0
2025-11-30 23:01:30,25502.0,25503.75,25499.75,25503.25,101.0
2025-11-30 23:01:35,25502.0,25506.0,25502.0,25504.5,72.0
2025-11-30 23:01:40,25505.25,25505.25,25499.75,25500.25,96.0
2025-11-30 23:01:45,25500.0,25501.0,25495.25,25498.0,196.0
2025-11-30 23:01:50,25496.5,25499.0,25496.25,25498.0,54.0
2025-11-30 23:01:55,25497.5,25499.25,25494.0,25497.25,126.0
2025-11-30 23:02:00,25497.5,25498.0,25494.0,25494.5,135.0
2025-11-30 23:02:05,25495.25,25496.0,25492.0,25493.5,114.0
2025-11-30 23:02:10,25494.25,25510.0,25494.25,25508.25,291.0
2025-11-30 23:02:15,25509.5,25509.5,25503.5,25504.0,128.0
2025-11-30 23:02:20,25503.75,25504.75,25502.5,25504.0,233.0
2025-11-30 23:02:25,25503.5,25506.75,25502.5,25504.25,138.0
2025-11-30 23:02:30,25503.75,25505.0,25495.75,25495.75,402.0
2025-11-30 23:02:35,25496.0,25500.0,25495.0,25498.5,88.0
2025-11-30 23:02:40,25497.5,25498.75,25497.5,25498.25,35.0
2025-11-30 23:02:45,25498.5,25499.5,25487.75,25490.5,229.0
2025-11-30 23:02:50,25490.75,25494.75,25490.0,25491.5,151.0
2025-11-30 23:02:55,25491.5,25496.25,25489.0,25493.0,147.0
2025-11-30 23:03:00,25493.25,25494.25,25484.5,25491.0,264.0
2025-11-30 23:03:05,25489.5,25490.75,25477.25,25485.0,353.0
2025-11-30 23:03:10,25484.0,25487.5,25482.75,25485.75,48.0
2025-11-30 23:03:15,25487.5,25488.0,25475.0,25477.0,168.0
2025-11-30 23:03:20,25477.0,25483.75,25476.25,25479.75,143.0
2025-11-30 23:03:25,25479.0,25480.5,25473.25,25476.0,206.0
2025-11-30 23:03:30,25475.25,25475.5,25470.75,25473.75,126.0
2025-11-30 23:03:35,25473.0,25477.75,25472.75,25477.5,66.0
2025-11-30 23:03:40,25476.5,25478.5,25475.25,25475.5,93.0
2025-11-30 23:03:45,25475.25,25478.25,25473.25,25474.5,80.0
2025-11-30 23:03:50,25474.5,25475.75,25471.75,25474.25,83.0
2025-11-30 23:03:55,25474.5,25478.5,25474.0,25476.75,73.0
2025-11-30 23:04:00,25477.25,25478.0,25473.25,25474.5,175.0
2025-11-30 23:04:05,25474.5,25474.75,25470.75,25471.0,163.0
2025-11-30 23:04:10,25471.0,25473.75,25470.25,25473.5,60.0
2025-11-30 23:04:15,25473.0,25479.5,25472.25,25478.75,125.0
2025-11-30 23:04:20,25478.75,25483.75,25478.75,25482.75,81.0
2025-11-30 23:04:25,25483.75,25492.25,25482.25,25490.0,140.0
2025-11-30 23:04:30,25489.75,25494.75,25489.5,25491.5,127.0
2025-11-30 23:04:35,25491.25,25491.5,25483.0,25487.0,100.0
2025-11-30 23:04:40,25487.0,25487.0,25483.0,25485.0,49.0
