time_utc,open,high,low,close,volume
2025-06-03 00:00:00,21719.5,21719.5,21719.5,21719.5,0.0
2025-06-03 00:00:05,21715.75,21715.75,21715.75,21715.75,1.0
2025-06-03 00:00:10,21715.75,21715.75,21715.75,21715.75,0.0
2025-06-03 00:00:15,21715.75,21715.75,21715.75,21715.75,0.0
2025-06-03 00:00:20,21715.75,21715.75,21715.75,21715.75,0.0
2025-06-03 00:00:25,21715.75,21715.75,21715.75,21715.75,0.0
2025-06-03 00:00:30,21715.75,21715.75,21715.75,21715.75,0.0
2025-06-03 00:00:35,21715.75,21715.75,21715.75,21715.75,0.0
2025-06-03 00:00:40,21715.75,21715.75,21715.75,21715.75,0.0
2025-06-03 00:00:45,21715.75,21715.75,21715.75,21715.75,0.0
2025-06-03 00:00:50,21715.75,21715.75,21715.75,21715.75,0.0
2025-06-03 00:00:55,21715.75,21715.75,21715.75,21715.75,0.0
2025-06-03 00:01:00,21715.0,21715.0,21715.0,21715.0,1.0
2025-06-03 00:01:05,21715.0,21715.0,21715.0,21715.0,0.0
2025-06-03 00:01:10,21715.0,21715.0,21715.0,21715.0,0.0
2025-06-03 00:01:15,21713.75,21713.75,21713.25,21713.25,5.0
2025-06-03 00:01:20,21713.25,21713.25,21713.25,21713.25,0.0
2025-06-03 00:01:25,21713.25,21713.25,21713.25,21713.25,0.0
2025-06-03 00:01:30,21713.25,21713.25,21713.25,21713.25,0.0
2025-06-03 00:01:35,21713.25,21713.25,21713.25,21713.25,0.0
2025-06-03 00:01:40,21713.25,21713.25,21713.25,21713.25,0.0
2025-06-03 00:01:45,21713.25,21713.25,21713.25,21713.25,0.0
2025-06-03 00:01:50,21713.25,21713.25,21713.25,21713.25,0.0
2025-06-03 00:01:55,21713.25,21713.25,21713.25,21713.25,0.0
2025-06-03 00:02:00,21713.25,21713.25,21713.25,21713.25,0.0
2025-06-03 00:02:05,21713.25,21713.25,21713.25,21713.25,0.0
2025-06-03 00:02:10,21713.25,21713.25,21713.25,21713.25,0.0
2025-06-03 00:02:15,21713.25,21713.25,21713.25,21713.25,0.0
2025-06-03 00:02:20,21713.25,21713.25,21713.25,21713.25,0.0
2025-06-03 00:02:25,21713.25,21713.25,21713.25,21713.25,0.0
2025-06-03 00:02:30,21713.25,21713.25,21713.25,21713.25,0.0
2025-06-03 00:02:35,21713.25,21713.25,21713.25,21713.25,0.0
2025-06-03 00:02:40,21713.25,21713.25,21713.25,21713.25,0.0
2025-06-03 00:02:45,21713.25,21713.25,21713.25,21713.25,0.0
2025-06-03 00:02:50,21713.25,21713.25,21713.25,21713.25,0.0
2025-06-03 00:02:55,21713.25,21713.25,21713.25,21713.25,0.0
2025-06-03 00:03:00,21713.25,21713.25,21713.25,21713.25,0.0
2025-06-03 00:03:05,21713.25,21713.25,21713.25,21713.25,0.0
2025-06-03 00:03:10,21721.25,21721.25,21721.25,21721.25,1.0
