time_utc,open,high,low,close,volume
2025-06-24 00:00:00,22237.0,22238.25,22234.25,22236.5,137.0
2025-06-24 00:00:05,22235.75,22238.0,22235.5,22236.25,39.0
2025-06-24 00:00:10,22235.5,22236.25,22232.75,22232.75,38.0
2025-06-24 00:00:15,22233.25,22234.75,22232.0,22233.5,59.0
2025-06-24 00:00:20,22233.5,22237.0,22233.5,22235.75,44.0
2025-06-24 00:00:25,22235.25,22236.0,22233.5,22233.75,34.0
2025-06-24 00:00:30,22233.75,22234.75,22233.0,22234.0,56.0
2025-06-24 00:00:35,22233.75,22235.0,22232.0,22234.5,51.0
2025-06-24 00:00:40,22234.75,22235.75,22233.25,22235.25,54.0
2025-06-24 00:00:45,22235.25,22237.25,22235.25,22235.5,30.0
2025-06-24 00:00:50,22236.0,22236.0,22235.5,22236.0,21.0
2025-06-24 00:00:55,22236.75,22239.5,22236.5,22237.75,66.0
2025-06-24 00:01:00,22238.0,22240.0,22233.5,22233.5,86.0
2025-06-24 00:01:05,22234.0,22234.75,22233.5,22233.5,23.0
2025-06-24 00:01:10,22233.75,22234.0,22232.25,22232.75,35.0
2025-06-24 00:01:15,22232.5,22233.5,22231.75,22232.5,27.0
2025-06-24 00:01:20,22232.5,22235.0,22232.0,22234.0,56.0
2025-06-24 00:01:25,22234.75,22234.75,22234.0,22234.25,14.0
2025-06-24 00:01:30,22235.25,22237.75,22235.25,22237.75,21.0
2025-06-24 00:01:35,22237.0,22237.25,22236.0,22236.0,10.0
2025-06-24 00:01:40,22236.0,22236.0,22234.75,22235.0,15.0
2025-06-24 00:01:45,22234.75,22236.5,22234.75,22236.25,15.0
2025-06-24 00:01:50,22236.0,22238.75,22236.0,22238.25,24.0
2025-06-24 00:01:55,22237.75,22238.25,22237.0,22238.25,10.0
2025-06-24 00:02:00,22238.0,22238.25,22237.25,22238.0,10.0
2025-06-24 00:02:05,22237.5,22237.5,22237.0,22237.5,12.0
2025-06-24 00:02:10,22237.5,22237.5,22236.5,22236.5,8.0
2025-06-24 00:02:15,22236.5,22242.75,22236.25,22240.5,103.0
2025-06-24 00:02:20,22240.5,22241.0,22239.0,22239.0,16.0
2025-06-24 00:02:25,22239.25,22239.75,22239.25,22239.75,11.0
2025-06-24 00:02:30,22240.25,22241.0,22238.5,22239.0,18.0
2025-06-24 00:02:35,22238.0,22238.25,22237.0,22238.0,19.0
2025-06-24 00:02:40,22237.75,22239.5,22237.75,22238.25,23.0
2025-06-24 00:02:45,22239.0,22239.0,22238.25,22239.0,12.0
2025-06-24 00:02:50,22239.5,22240.0,22239.0,22239.0,9.0
2025-06-24 00:02:55,22239.25,22240.5,22239.25,22239.75,16.0
2025-06-24 00:03:00,22240.25,22240.5,22237.25,22237.25,43.0
2025-06-24 00:03:05,22237.0,22237.0,22235.0,22235.0,25.0
2025-06-24 00:03:10,22235.0,22235.25,22234.25,22234.75,21.0
2025-06-24 00:03:15,22234.0,22234.75,22233.25,22233.25,33.0
2025-06-24 00:03:20,22234.0,22234.5,22233.0,22234.5,36.0
2025-06-24 00:03:25,22233.75,22234.5,22232.75,22233.0,43.0
2025-06-24 00:03:30,22233.25,22236.0,22233.0,22234.75,42.0
2025-06-24 00:03:35,22234.75,22234.75,22233.75,22234.0,29.0
2025-06-24 00:03:40,22233.5,22233.5,22231.0,22232.75,71.0
2025-06-24 00:03:45,22232.5,22234.0,22228.75,22229.25,84.0
2025-06-24 00:03:50,22229.25,22231.75,22229.25,22231.5,22.0
2025-06-24 00:03:55,22230.75,22232.25,22230.25,22231.5,35.0
2025-06-24 00:04:00,22232.0,22232.5,22230.5,22230.5,32.0
2025-06-24 00:04:05,22230.25,22232.25,22230.0,22232.0,47.0
2025-06-24 00:04:10,22232.75,22233.25,22232.25,22233.0,20.0
2025-06-24 00:04:15,22232.5,22232.75,22231.75,22232.75,27.0
2025-06-24 00:04:20,22232.75,22234.25,22232.25,22233.0,37.0
2025-06-24 00:04:25,22233.25,22233.25,22230.5,22231.0,42.0
2025-06-24 00:04:30,22230.5,22232.5,22227.25,22231.75,159.0
2025-06-24 00:04:35,22232.0,22232.0,22229.25,22229.75,57.0
2025-06-24 00:04:40,22230.5,22231.5,22229.25,22229.75,22.0
2025-06-24 00:04:45,22230.5,22231.5,22229.5,22230.75,34.0
2025-06-24 00:04:50,22230.5,22232.0,22230.25,22231.25,15.0
2025-06-24 00:04:55,22231.5,22232.5,22230.25,22231.25,29.0
2025-06-24 00:05:00,22230.5,22232.75,22230.5,22232.25,24.0
2025-06-24 00:05:05,22232.0,22232.75,22231.0,22232.25,21.0
2025-06-24 00:05:10,22231.75,22234.75,22231.75,22234.75,29.0
