time_utc,open,high,low,close,volume
2025-05-08 00:00:00,19952.5,19957.5,19952.5,19956.75,200.0
2025-05-08 00:00:05,19957.0,19959.25,19956.5,19957.5,97.0
2025-05-08 00:00:10,19958.0,19959.5,19957.0,19959.0,55.0
2025-05-08 00:00:15,19959.0,19959.25,19956.5,19958.0,66.0
2025-05-08 00:00:20,19958.25,19960.0,19958.25,19959.0,28.0
2025-05-08 00:00:25,19959.25,19961.5,19958.75,19961.25,54.0
2025-05-08 00:00:30,19961.5,19968.75,19961.5,19965.0,176.0
2025-05-08 00:00:35,19964.5,19966.5,19964.25,19965.75,57.0
2025-05-08 00:00:40,19966.0,19967.25,19965.0,19966.25,47.0
2025-05-08 00:00:45,19966.5,19970.0,19966.25,19969.0,60.0
2025-05-08 00:00:50,19968.0,19969.0,19967.25,19968.0,44.0
2025-05-08 00:00:55,19967.75,19971.5,19967.0,19969.5,83.0
2025-05-08 00:01:00,19969.25,19972.25,19967.75,19971.5,87.0
2025-05-08 00:01:05,19971.5,19973.5,19969.75,19970.5,111.0
2025-05-08 00:01:10,19970.75,19971.0,19969.25,19970.25,32.0
2025-05-08 00:01:15,19970.75,19972.0,19970.0,19971.25,39.0
2025-05-08 00:01:20,19971.75,19971.75,19969.5,19970.25,37.0
2025-05-08 00:01:25,19970.0,19971.25,19970.0,19971.0,30.0
2025-05-08 00:01:30,19971.25,19973.5,19971.25,19973.25,60.0
2025-05-08 00:01:35,19973.0,19973.5,19971.75,19972.0,26.0
2025-05-08 00:01:40,19972.25,19972.5,19971.25,19972.25,27.0
2025-05-08 00:01:45,19972.5,19973.0,19972.0,19973.0,12.0
2025-05-08 00:01:50,19972.75,19974.0,19972.0,19974.0,31.0
2025-05-08 00:01:55,19973.75,19977.0,19973.25,19974.75,123.0
2025-05-08 00:02:00,19975.0,19977.0,19974.5,19977.0,90.0
2025-05-08 00:02:05,19977.0,19977.0,19974.0,19974.25,87.0
2025-05-08 00:02:10,19974.25,19974.75,19973.75,19974.0,33.0
2025-05-08 00:02:15,19974.25,19974.25,19973.75,19974.0,10.0
2025-05-08 00:02:20,19974.0,19976.5,19974.0,19976.25,39.0
2025-05-08 00:02:25,19976.0,19976.75,19975.75,19975.75,20.0
2025-05-08 00:02:30,19975.5,19976.25,19975.25,19976.0,17.0
2025-05-08 00:02:35,19975.75,19976.5,19975.0,19975.5,35.0
2025-05-08 00:02:40,19974.75,19975.25,19974.75,19975.25,11.0
2025-05-08 00:02:45,19975.25,19975.25,19974.0,19974.25,15.0
2025-05-08 00:02:50,19974.5,19975.0,19974.0,19975.0,60.0
2025-05-08 00:02:55,19975.0,19975.0,19974.5,19974.5,9.0
2025-05-08 00:03:00,19975.0,19975.5,19974.5,19975.0,38.0
2025-05-08 00:03:05,19974.5,19974.75,19973.75,19974.0,19.0
2025-05-08 00:03:10,19974.5,19975.75,19974.5,19975.25,14.0
2025-05-08 00:03:15,19975.25,19975.25,19974.0,19974.0,5.0
2025-05-08 00:03:20,19974.0,19974.25,19973.5,19973.75,12.0
2025-05-08 00:03:25,19973.5,19974.0,19971.25,19971.5,34.0
2025-05-08 00:03:30,19971.25,19971.75,19968.5,19969.0,54.0
2025-05-08 00:03:35,19970.0,19971.25,19969.75,19970.5,48.0
2025-05-08 00:03:40,19970.0,19972.0,19969.25,19971.5,43.0
2025-05-08 00:03:45,19971.5,19972.25,19971.5,19972.25,16.0
2025-05-08 00:03:50,19972.5,19973.75,19972.0,19973.75,19.0
2025-05-08 00:03:55,19973.75,19974.75,19973.75,19974.75,18.0
2025-05-08 00:04:00,19974.5,19976.75,19974.5,19976.25,35.0
2025-05-08 00:04:05,19976.25,19977.25,19975.25,19976.25,79.0
2025-05-08 00:04:10,19976.25,19977.5,19976.25,19977.25,51.0
2025-05-08 00:04:15,19976.75,19979.5,19975.5,19979.0,82.0
2025-05-08 00:04:20,19978.75,19982.75,19978.75,19982.75,175.0
2025-05-08 00:04:25,19982.25,19982.75,19977.75,19978.75,87.0
2025-05-08 00:04:30,19979.0,19980.0,19978.25,19979.0,46.0
2025-05-08 00:04:35,19979.0,19979.25,19977.25,19978.0,38.0
2025-05-08 00:04:40,19978.25,19979.0,19977.0,19977.0,21.0
2025-05-08 00:04:45,19977.0,19977.0,19975.75,19975.75,22.0
2025-05-08 00:04:50,19975.75,19976.0,19974.5,19975.25,17.0
2025-05-08 00:04:55,19976.0,19979.0,19975.5,19977.75,48.0
2025-05-08 00:05:00,19978.0,19979.5,19977.5,19978.0,33.0
2025-05-08 00:05:05,19978.0,19978.5,19977.5,19978.0,17.0
2025-05-08 00:05:10,19978.5,19978.5,19977.5,19977.5,14.0
2025-05-08 00:05:15,19977.5,19978.0,19976.75,19976.75,32.0
2025-05-08 00:05:20,19976.5,19976.5,19975.0,19975.25,46.0
2025-05-08 00:05:25,19975.25,19976.25,19975.0,19976.0,22.0
2025-05-08 00:05:30,19976.5,19978.0,19976.25,19978.0,18.0
2025-05-08 00:05:35,19978.5,19979.25,19977.75,19978.75,17.0
2025-05-08 00:05:40,19978.25,19978.5,19977.25,19977.75,12.0
2025-05-08 00:05:45,19978.0,19978.5,19977.25,19978.0,20.0
2025-05-08 00:05:50,19978.5,19979.25,19978.5,19978.5,22.0
2025-05-08 00:05:55,19979.0,19980.0,19978.25,19980.0,27.0
2025-05-08 00:06:00,19979.75,19980.25,19978.75,19979.75,21.0
2025-05-08 00:06:05,19979.5,19979.5,19978.75,19979.25,8.0
2025-05-08 00:06:10,19979.25,19980.25,19979.0,19979.0,32.0
2025-05-08 00:06:15,19979.25,19979.25,19977.0,19978.0,38.0
2025-05-08 00:06:20,19978.0,19978.25,19976.0,19976.0,22.0
2025-05-08 00:06:25,19975.75,19976.75,19974.5,19975.75,39.0
2025-05-08 00:06:30,19975.0,19975.25,19973.5,19974.0,26.0
2025-05-08 00:06:35,19973.75,19974.75,19973.5,19974.25,21.0
2025-05-08 00:06:40,19974.25,19974.25,19972.25,19973.25,42.0
2025-05-08 00:06:45,19973.0,19974.5,19973.0,19974.25,25.0
2025-05-08 00:06:50,19974.5,19974.5,19973.75,19974.25,17.0
2025-05-08 00:06:55,19974.75,19974.75,19974.0,19974.25,13.0
2025-05-08 00:07:00,19975.0,19976.25,19974.5,19974.75,45.0
2025-05-08 00:07:05,19974.75,19975.25,19974.25,19975.0,14.0
2025-05-08 00:07:10,19974.25,19974.25,19972.25,19972.25,27.0
2025-05-08 00:07:15,19972.75,19972.75,19972.0,19972.5,19.0
2025-05-08 00:07:20,19972.0,19972.75,19972.0,19972.75,21.0
2025-05-08 00:07:25,19972.25,19973.25,19972.0,19972.5,24.0
2025-05-08 00:07:30,19972.5,19972.75,19971.5,19972.5,33.0
2025-05-08 00:07:35,19972.25,19972.75,19971.25,19972.25,16.0
2025-05-08 00:07:40,19973.0,19976.25,19973.0,19974.75,30.0
2025-05-08 00:07:45,19974.5,19976.75,19974.5,19976.25,25.0
2025-05-08 00:07:50,19975.75,19978.75,19975.75,19977.0,39.0
2025-05-08 00:07:55,19976.75,19977.75,19976.75,19977.75,9.0
2025-05-08 00:08:00,19977.25,19977.75,19977.0,19977.25,12.0
2025-05-08 00:08:05,19977.25,19978.25,19977.0,19978.25,14.0
2025-05-08 00:08:10,19978.25,19979.0,19978.0,19978.25,14.0
2025-05-08 00:08:15,19978.5,19979.0,19977.5,19977.5,14.0
2025-05-08 00:08:20,19977.75,19978.0,19977.5,19977.75,8.0
2025-05-08 00:08:25,19978.25,19978.25,19977.5,19978.0,35.0
2025-05-08 00:08:30,19977.5,19978.5,19977.0,19978.5,36.0
2025-05-08 00:08:35,19978.25,19979.25,19978.25,19979.0,49.0
2025-05-08 00:08:40,19978.75,19979.0,19978.25,19978.75,6.0
2025-05-08 00:08:45,19978.5,19978.5,19978.25,19978.5,5.0
2025-05-08 00:08:50,19979.25,19980.0,19979.0,19979.5,27.0
2025-05-08 00:08:55,19980.0,19982.25,19980.0,19982.0,60.0
2025-05-08 00:09:00,19982.25,19986.25,19982.0,19984.5,209.0
2025-05-08 00:09:05,19985.25,19985.5,19982.75,19985.5,58.0
2025-05-08 00:09:10,19985.0,19985.75,19984.5,19984.5,29.0
2025-05-08 00:09:15,19984.5,19985.25,19983.5,19984.75,36.0
2025-05-08 00:09:20,19984.75,19987.75,19984.75,19986.75,121.0
2025-05-08 00:09:25,19985.75,19986.5,19983.75,19985.0,97.0
2025-05-08 00:09:30,19984.75,19986.5,19984.75,19985.25,29.0
2025-05-08 00:09:35,19986.25,19986.75,19985.0,19985.75,39.0
2025-05-08 00:09:40,19986.0,19986.5,19985.0,19985.0,23.0
2025-05-08 00:09:45,19985.5,19986.5,19985.0,19986.5,21.0
2025-05-08 00:09:50,19985.75,19986.0,19985.0,19985.5,14.0
2025-05-08 00:09:55,19985.5,19986.0,19985.25,19985.5,12.0
2025-05-08 00:10:00,19985.25,19985.25,19981.0,19982.0,109.0
2025-05-08 00:10:05,19982.0,19984.0,19981.75,19983.0,31.0
2025-05-08 00:10:10,19982.75,19982.75,19979.5,19979.75,60.0
2025-05-08 00:10:15,19980.25,19981.25,19979.25,19980.25,27.0
2025-05-08 00:10:20,19979.5,19979.5,19977.25,19979.0,63.0
2025-05-08 00:10:25,19978.5,19979.5,19978.5,19979.25,23.0
2025-05-08 00:10:30,19978.75,19979.75,19977.25,19978.5,38.0
2025-05-08 00:10:35,19978.25,19979.25,19978.0,19978.0,24.0
2025-05-08 00:10:40,19977.0,19977.0,19975.0,19976.75,61.0
2025-05-08 00:10:45,19977.0,19978.0,19976.25,19977.0,20.0
2025-05-08 00:10:50,19977.5,19977.5,19974.25,19974.5,46.0
2025-05-08 00:10:55,19974.5,19975.0,19971.25,19972.0,91.0
2025-05-08 00:11:00,19971.75,19972.75,19969.5,19971.25,76.0
2025-05-08 00:11:05,19971.0,19971.75,19970.25,19970.75,31.0
2025-05-08 00:11:10,19970.75,19972.0,19970.75,19971.25,26.0
2025-05-08 00:11:15,19971.25,19971.75,19970.75,19971.75,13.0
2025-05-08 00:11:20,19972.0,19973.75,19972.0,19973.25,29.0
2025-05-08 00:11:25,19973.75,19973.75,19972.5,19972.75,33.0
2025-05-08 00:11:30,19972.5,19973.25,19971.0,19971.5,45.0
2025-05-08 00:11:35,19971.25,19972.0,19971.0,19971.75,18.0
2025-05-08 00:11:40,19971.5,19972.75,19970.75,19971.25,62.0
2025-05-08 00:11:45,19971.75,19971.75,19969.75,19969.75,31.0
2025-05-08 00:11:50,19969.5,19970.0,19967.75,19970.0,73.0
2025-05-08 00:11:55,19970.25,19970.5,19968.5,19969.25,18.0
2025-05-08 00:12:00,19968.5,19972.0,19968.0,19972.0,74.0
2025-05-08 00:12:05,19971.25,19972.0,19970.5,19971.75,43.0
2025-05-08 00:12:10,19971.5,19973.5,19971.25,19973.25,45.0
2025-05-08 00:12:15,19972.75,19978.5,19972.75,19977.75,125.0
2025-05-08 00:12:20,19977.5,19978.75,19976.25,19977.5,52.0
2025-05-08 00:12:25,19977.75,19977.75,19975.25,19976.0,45.0
2025-05-08 00:12:30,19976.25,19977.25,19976.25,19977.25,11.0
2025-05-08 00:12:35,19976.5,19977.0,19975.5,19976.5,17.0
2025-05-08 00:12:40,19976.25,19976.25,19973.5,19975.25,58.0
2025-05-08 00:12:45,19975.5,19975.5,19973.25,19973.25,17.0
2025-05-08 00:12:50,19973.75,19974.5,19972.75,19972.75,22.0
2025-05-08 00:12:55,19973.5,19974.5,19973.0,19973.25,33.0
2025-05-08 00:13:00,19973.25,19975.0,19973.25,19974.25,22.0
2025-05-08 00:13:05,19974.75,19975.25,19974.5,19974.5,8.0
2025-05-08 00:13:10,19974.5,19974.75,19972.25,19972.25,44.0
2025-05-08 00:13:15,19972.25,19973.0,19971.5,19971.75,38.0
2025-05-08 00:13:20,19971.5,19972.5,19971.25,19972.5,16.0
2025-05-08 00:13:25,19972.25,19974.75,19972.25,19974.0,35.0
2025-05-08 00:13:30,19974.25,19974.25,19973.25,19973.25,9.0
2025-05-08 00:13:35,19973.75,19973.75,19973.0,19973.0,6.0
2025-05-08 00:13:40,19973.5,19974.5,19972.25,19972.5,40.0
2025-05-08 00:13:45,19972.75,19974.25,19972.75,19972.75,22.0
2025-05-08 00:13:50,19973.25,19973.25,19971.25,19972.25,10.0
2025-05-08 00:13:55,19972.0,19972.5,19970.75,19972.5,28.0
2025-05-08 00:14:00,19972.5,19972.75,19972.0,19972.75,7.0
2025-05-08 00:14:05,19972.25,19974.5,19971.75,19971.75,31.0
2025-05-08 00:14:10,19971.5,19972.5,19971.0,19972.25,17.0
